TRANSCRIPT	pi	theta	Tajimas_D	Fu_and_Li_F*	Fu_and_Li_D*	segSites
FBtr0070067	2.3164798671648	6.70177417627858	-2.148217752565	0.457886007526215	2.09753671288741	40
FBtr0070068	2.3164798671648	6.70177417627858	-2.148217752565	0.457886007526215	2.09753671288741	40
FBtr0070070	1.27654628476546	4.69124192339501	-2.26884686950555	0.336665366478516	1.92015553426795	28
FBtr0070071	72.8074578300316	148.946931067791	-1.91770529693402	0.788878745636889	2.78000932867893	889
FBtr0070072	0.159568285595682	0.837721772034823	-1.74345433782261	0.137020037379413	1.02876254122236	5
FBtr0070073	0.928019925280198	2.51316531610447	-1.8416407240452	0.390476494866968	1.5848251073411	15
FBtr0070074	0.180655873806558	1.50789918966268	-2.20065962039557	0.107573013729882	1.31263151376088	9
FBtr0070075	1.62789539227895	3.68597579695322	-1.76825468727805	0.517216786429048	1.792694472947	22
FBtr0070076	0.766791199667911	2.3456209616975	-1.92007302808614	0.338731975592211	1.54733662629698	14
FBtr0070077	0.113601678823236	0.503405082637226	-1.41189737953577	0.131129494857662	0.818795597352481	3
FBtr0070078	0.485289772826114	0.335603388424818	0.422097356603455	0.700973804218516	0.678064623108071	2
FBtr0070079	0.660024906600247	3.85352015136018	-2.4753863291439	0.202737176442359	1.81650412564073	23
FBtr0070080	0.0542963885429636	0.502633063220894	-1.59579702116966	0.0626738801396823	0.818795597352481	3
FBtr0070081	1.93540888335409	9.55002820119698	-2.60505368701217	0.28328295090299	2.25465002885497	57
FBtr0070083	1.20913242009132	8.20967336594126	-2.73274228969013	0.201529059906984	2.19021510739396	49
FBtr0070084	1.4434205064342	10.0526612644179	-2.77930908263711	0.202060656674433	2.27554961690551	60
FBtr0070085	0.324782067247819	2.68070967051143	-2.46795005274948	0.13050445464116	1.61996430646328	16
FBtr0070086	0.816770444167703	2.17807660729054	-1.78046935460769	0.379936617323341	1.50721929326173	13
FBtr0070087	1.59402241594022	8.87985078356912	-2.65752948664242	0.248433501925354	2.22416631819195	53
FBtr0070088	0.372768783727687	2.3456209616975	-2.32075262655883	0.164671564574386	1.54733662629698	14
FBtr0070089	0.780074719800745	3.18334273373233	-2.22519135526706	0.276576138407389	1.7134959267276	19
FBtr0070090	0.780074719800745	3.18334273373233	-2.22519135526706	0.276576138407389	1.7134959267276	19
FBtr0070091	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070092	0.241427978414279	1.00526612644179	-1.74364716320208	0.185678899871633	1.11235873925238	6
FBtr0070093	0.241427978414279	1.00526612644179	-1.74364716320208	0.185678899871633	1.11235873925238	6
FBtr0070094	4.3445382146465	21.7807660729054	-2.71021141345423	0.30240183760238	2.52924464745679	130
FBtr0070098	0.910917393109172	3.68597579695322	-2.26656662614049	0.289417716273945	1.792694472947	22
FBtr0070099	0.256537982565379	1.00526612644179	-1.71425612340385	0.197299793880105	1.11235873925238	6
FBtr0070100	2.02258198422582	5.52896369542983	-2.05677655613448	0.467939719845773	2.00387136144197	33
FBtr0070101	0.627977642080053	4.52369756898804	-2.60979168011795	0.170413271086719	1.90123942822189	27
FBtr0070102	0.627977642080053	4.52369756898804	-2.60979168011795	0.170413271086719	1.90123942822189	27
FBtr0070103	0.356164383561644	0.837721772034823	-1.30883334967201	0.305835567303686	1.02876254122236	5
FBtr0070106	0.385720215857202	1.50789918966268	-1.90495483252982	0.22968024898393	1.31263151376088	9
FBtr0070107	0.405010375189813	2.68070967051143	-2.39487298967223	0.162741922871707	1.61996430646328	16
FBtr0070108	0.44522556287444	3.01579837932536	-2.44940546707983	0.164259785855613	1.68411015953875	18
FBtr0070109	0.856953092569529	4.18860886017411	-2.41479042859751	0.246898496019921	1.86081803695768	25
FBtr0070110	0.592611041926109	4.02106450576715	-2.55083522153747	0.176195207249549	1.83918417549419	24
FBtr0070115	0.759152403391801	4.69124192339501	-2.55989004525259	0.200212342592736	1.92015553426795	28
FBtr0070116	1.0615621093882	3.18334273373233	-2.00331974328771	0.376377725673746	1.7134959267276	19
FBtr0070117	1.0615621093882	3.18334273373233	-2.00331974328771	0.376377725673746	1.7134959267276	19
FBtr0070118	1.0615621093882	3.18334273373233	-2.00331974328771	0.376377725673746	1.7134959267276	19
FBtr0070119	3.75033920013832	15.9167136686616	-2.57747552155964	0.348487751004143	2.4401714372877	95
FBtr0070120	2.80860177347972	15.0789918966268	-2.71353241328085	0.274116987769411	2.42293516343954	90
FBtr0070121	0.88432263280853	5.86405240424376	-2.64898480545732	0.195067485074489	2.03306356478634	35
FBtr0070122	0.0180987961809879	0.167544354406965	-1.01773403278854	0.0378115536540774	0.48649239439546	1
FBtr0070123	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070124	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070125	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070126	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070127	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070128	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070129	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070130	1445.81624517869	630.469405633408	3.47529470169072	3.73363494729765	2.81864327051987	3763
FBtr0070131	1453.10840000677	633.150115303919	3.48072042748615	3.73662173347441	2.81869492882834	3779
FBtr0070132	1445.81624517869	630.469405633408	3.47529470169072	3.73363494729766	2.81864327051987	3763
FBtr0070133	1445.81624517869	630.469405633408	3.47529470169072	3.73363494729765	2.81864327051987	3763
FBtr0070134	0.180987961809879	1.67544354406965	-2.28089192593839	0.100564369970329	1.36739901802345	10
FBtr0070135	0.716147779161475	5.1938749866159	-2.6519667140265	0.17421916808657	1.97237724014745	31
FBtr0070136	0.716147779161475	5.1938749866159	-2.6519667140265	0.17421916808657	1.97237724014745	31
FBtr0070137	0.716147779161475	5.1938749866159	-2.6519667140265	0.17421916808657	1.97237724014745	31
FBtr0070138	2.3699184802962	5.52896369542983	-1.8881102682832	0.548298659028947	2.00387136144197	33
FBtr0070139	3.59958712586506	8.71230642916215	-2.00299395474521	0.570254904917373	2.21602617022333	52
FBtr0070140	4.02575235865753	11.7281048084875	-2.23683737477415	0.492166184598461	2.33534522854041	70
FBtr0070141	0.0901618929016187	0.670177417627858	-1.71907114090283	0.0882907248858287	0.932550943251063	4
FBtr0070142	0.634042766536892	3.85352015136018	-2.49276100603519	0.194756347746807	1.81650412564073	23
FBtr0070145	5.45457812055729	16.9219797951034	-2.3335421440095	0.479298049929203	2.45901549788109	101
FBtr0070146	0.666498306065818	4.02106450576715	-2.50322573317968	0.198163380127134	1.83918417549419	24
FBtr0070147	0.61535907015359	2.01053225288357	-1.912307967897	0.302448329656353	1.46414011546645	12
FBtr0070148	0.651703485763978	5.36141934102286	-2.70428421531067	0.154558706467166	1.98842942051035	32
FBtr0070149	0.976188216659135	5.36141934102286	-2.54228788405673	0.231513857653307	1.98842942051035	32
FBtr0070150	1.23719385637194	5.86405240424376	-2.48650665016677	0.272905255569021	2.03306356478634	35
FBtr0070151	1.65261445329391	9.88511691001091	-2.71022604437117	0.23475552919974	2.26875591628574	59
FBtr0070155	0.466583644665836	0.335088708813929	0.347615201254544	0.673953853350095	0.678064623108071	2
FBtr0070156	0.466583644665836	0.335088708813929	0.347615201254544	0.673953853350095	0.678064623108071	2
FBtr0070157	0.466583644665836	0.335088708813929	0.347615201254544	0.673953853350095	0.678064623108071	2
FBtr0070158	0.466583644665836	0.335088708813929	0.347615201254544	0.673953853350095	0.678064623108071	2
FBtr0070160	0.127025162960174	1.17281048084875	-2.08894133545904	0.0888020471365206	1.18631823467224	7
FBtr0070161	0.628476546284763	4.52369756898804	-2.609501843324	0.170548657909093	1.90123942822189	27
FBtr0070163	0.750020755500205	4.52369756898804	-2.5388911256952	0.203531912225991	1.90123942822189	27
FBtr0070164	0.942973745435912	3.68597579695322	-2.24428691449063	0.299602697209275	1.792694472947	22
FBtr0070165	0.0904939809049393	0.837721772034823	-1.89615900933499	0.0777064728114257	1.02876254122236	5
FBtr0070167	0.0904939809049393	0.837721772034823	-1.89615900933499	0.0777064728114257	1.02876254122236	5
FBtr0070168	0.0904939809049393	0.837721772034823	-1.89615900933499	0.0777064728114257	1.02876254122236	5
FBtr0070169	0.0904939809049393	0.837721772034823	-1.89615900933499	0.0777064728114257	1.02876254122236	5
FBtr0070170	1.82531475986612	7.70704030272037	-2.47279030506352	0.32097157483611	2.16209610228344	46
FBtr0070171	1.07729193837347	6.86931853068555	-2.66962387580298	0.208619657497835	2.10916953556885	41
FBtr0070172	0.270976130832536	2.01053225288357	-2.30895737259532	0.133184480609973	1.46414011546645	12
FBtr0070173	0.685263594852635	3.18334273373233	-2.29992257912986	0.24296077548048	1.7134959267276	19
FBtr0070174	1.91980074719801	5.52896369542983	-2.10668703172911	0.444160499208343	2.00387136144197	33
FBtr0070175	1.39227895392279	5.1938749866159	-2.30465271807019	0.33870339077345	1.97237724014745	31
FBtr0070176	1.87031886250347	12.0631935173014	-2.77467421711099	0.223012763819757	2.34577690481605	72
FBtr0070177	0.732027902050467	5.02633063220894	-2.62225265816387	0.182800735793719	1.95567623679077	30
FBtr0070178	0.732027902050467	5.02633063220894	-2.62225265816387	0.182800735793719	1.95567623679077	30
FBtr0070179	0.771938563719385	2.8482540249184	-2.1230730923745	0.296908361417301	1.65299153421749	17
FBtr0070180	0.504109589041094	4.02106450576715	-2.60786140784761	0.149881941498916	1.83918417549419	24
FBtr0070181	0.385388127853881	1.34035483525572	-1.78397084792671	0.247599243140301	1.25261274187804	8
FBtr0070182	0.749190535491905	2.01053225288357	-1.75816510832038	0.368226352781831	1.46414011546645	12
FBtr0070183	1.48941469489415	5.1938749866159	-2.25475618377883	0.362333859897179	1.97237724014745	31
FBtr0070184	0.325446243254461	2.8482540249184	-2.50967879704526	0.125175390057627	1.65299153421749	17
FBtr0070185	0.999252801992525	6.36668546746465	-2.65210231835745	0.206068256901531	2.0730762188305	38
FBtr0070186	0.16255707762557	1.34035483525572	-2.13522325859402	0.104437595447804	1.25261274187804	8
FBtr0070187	2.02274802822748	7.20440723949947	-2.33926431469969	0.376443814313256	2.13133700911613	43
FBtr0070188	1.28451639684516	4.85878627780197	-2.29817221803607	0.329513109035884	1.93828433367038	29
FBtr0070189	1.86150673191286	8.37721772034823	-2.52835970682857	0.304965375979748	2.19906051777205	50
FBtr0070191	0.655043586550434	4.02106450576715	-2.51060661731119	0.194757661137425	1.83918417549419	24
FBtr0070195	0.760481527604814	2.3456209616975	-1.92648930484213	0.335944661804315	1.54733662629698	14
FBtr0070197	1.22523868825239	3.01579837932536	-1.80574757215895	0.45203479165707	1.68411015953875	18
FBtr0070198	0.356330427563303	2.17807660729054	-2.27775381450518	0.165754011135574	1.50721929326173	13
FBtr0070199	2.78704856787049	4.69124192339501	-1.41916271730633	0.735032281001807	1.92015553426795	28
FBtr0070200	4.56507891827884	7.5394959483134	-1.45188615065351	0.817762705068452	2.15215464092653	45
FBtr0070201	1.56014943960149	5.1938749866159	-2.21842127162819	0.379541688694972	1.97237724014745	31
FBtr0070202	7.12091358439408	11.5605604540806	-1.46223358631033	0.88172037966663	2.32995756757575	69
FBtr0070203	12.0250590394249	71.2063506229599	-2.85778286100912	0.269210695548356	2.727442789364	425
FBtr0070204	1.79565094023753	5.52896369542983	-2.16697406552596	0.415437497450653	2.00387136144197	33
FBtr0070205	1.26458648344754	6.19914111305769	-2.51816843540423	0.266564837376263	2.06020557298307	37
FBtr0070206	0.404150327841781	2.3456209616975	-2.28884087741359	0.17853444202982	1.54733662629698	14
FBtr0070207	12.7639846953244	46.0746974619152	-2.52402072048744	0.436115702771334	2.675573830441	275
FBtr0070208	1.20415110004151	6.36668546746465	-2.56455523957922	0.24832286458124	2.0730762188305	38
FBtr0070209	1.16795350767953	6.03159675865072	-2.53995306011769	0.251780602984517	2.04687662570893	36
FBtr0070210	1.25844748858447	6.86931853068555	-2.59742018014258	0.243700778494536	2.10916953556885	41
FBtr0070211	0.108592777085927	1.00526612644179	-2.00202993065913	0.083517194302646	1.11235873925238	6
FBtr0070212	1.27538547844377	7.03686288509251	-2.60788968300538	0.242070811215091	2.12043029223359	42
FBtr0070213	0.49049398090494	0.502633063220894	-0.243192885217575	0.566173216919334	0.818795597352481	3
FBtr0070215	0.163046757553521	1.34035483525572	-2.13445136771539	0.104752198754909	1.25261274187804	8
FBtr0070216	0.142797841427978	0.837721772034823	-1.78052927008884	0.12261938828959	1.02876254122236	5
FBtr0070217	0.142797841427978	0.837721772034823	-1.78052927008884	0.12261938828959	1.02876254122236	5
FBtr0070218	0.142797841427978	0.837721772034823	-1.78052927008884	0.12261938828959	1.02876254122236	5
FBtr0070219	0.643575739050127	4.69124192339501	-2.62490395562768	0.169731144596767	1.92015553426795	28
FBtr0070222	0.643575739050127	4.69124192339501	-2.62490395562768	0.169731144596767	1.92015553426795	28
FBtr0070225	0.591614777916147	1.34035483525572	-1.45889223835234	0.380093107845279	1.25261274187804	8
FBtr0070230	2.10921194627396	12.3982822261154	-2.73557943880538	0.245443897672238	2.3557744747357	74
FBtr0070231	3.17514322436816	13.2360039981502	-2.54508470523192	0.348522885744402	2.37903974435392	79
FBtr0070233	0.284765462847654	0.670177417627858	-1.21856554984157	0.278855604381578	0.932550943251063	4
FBtr0070234	0.482357824823578	1.17281048084875	-1.47061883283835	0.337211630345106	1.18631823467224	7
FBtr0070235	1.00639269406393	3.18334273373233	-2.04680491371717	0.356817363747805	1.7134959267276	19
FBtr0070236	1.73864674138647	5.52896369542983	-2.19465525284985	0.402249142640595	2.00387136144197	33
FBtr0070237	0.337733499377334	2.01053225288357	-2.23206834160928	0.165995656373724	1.46414011546645	12
FBtr0070238	2.87276718988381	10.3877499732318	-2.40999328920099	0.390801880559922	2.2886499645011	62
FBtr0070239	1.42814445828144	2.8482540249184	-1.55488203813172	0.549302821370232	1.65299153421749	17
FBtr0070241	1.42814445828144	2.8482540249184	-1.55488203813172	0.549302821370232	1.65299153421749	17
FBtr0070244	0.808374441583304	3.18334273373233	-2.20288518766337	0.286609828219338	1.7134959267276	19
FBtr0070245	8.24823501028263	17.9272459215452	-1.94048432811592	0.687430363155756	2.47611727455009	107
FBtr0070249	1.2700705687007	3.35088708813929	-1.90327859558058	0.433484422270665	1.74130183351904	20
FBtr0070250	4.24176676349525	12.5658265805223	-2.26079932999851	0.487735481219169	2.36061893290273	75
FBtr0070251	3.33649190223496	10.7228386820457	-2.31666996954699	0.441434792017273	2.30113929549389	64
FBtr0070252	2.13772813960921	14.073725770185	-2.80390369480932	0.222061996545089	2.40011678024773	84
FBtr0070253	0.54312911452205	2.17807660729054	-2.07600748316132	0.252647044239715	1.50721929326173	13
FBtr0070254	0.0906515728295697	0.670177417627858	-1.71781172134626	0.0887702422784817	0.932550943251063	4
FBtr0070255	0.20127540372231	1.84298789847661	-2.32599334300609	0.104939855478433	1.41769736328927	11
FBtr0070256	0.20127540372231	1.84298789847661	-2.32599334300609	0.104939855478433	1.41769736328927	11
FBtr0070257	0.856737161896405	3.51843144254625	-2.26144782100632	0.281925729805481	1.76766195383505	21
FBtr0070258	2.2372923979262	6.70177417627858	-2.18050239790837	0.442233450105051	2.09753671288741	40
FBtr0070259	0.093336426717825	0.837721772034823	-1.88987512770792	0.0801472587738532	1.02876254122236	5
FBtr0070260	0.0361975923619757	0.335088708813929	-1.36605213455322	0.0522853879111459	0.678064623108071	2
FBtr0070261	1.32727560513613	5.02633063220894	-2.30737796866379	0.331444957959009	1.95567623679077	30
FBtr0070262	0.308175350482589	2.8482540249184	-2.52463319909054	0.118532539558744	1.65299153421749	17
FBtr0070263	1.32727560513613	5.02633063220894	-2.30737796866379	0.331444957959009	1.95567623679077	30
FBtr0070265	0.790216408020702	4.02106450576715	-2.42350758955573	0.234947265462128	1.83918417549419	24
FBtr0070266	0.290076554301601	2.68070967051143	-2.49956204886105	0.116559029395031	1.61996430646328	16
FBtr0070269	2.68556603681684	7.37195159390644	-2.1134886780366	0.490255571920001	2.14190653552809	44
FBtr0070270	2.01447895347924	5.52896369542983	-2.06071138052475	0.466065022074792	2.00387136144197	33
FBtr0070272	0.485180572851804	3.68597579695322	-2.56246097798007	0.154152126677445	1.792694472947	22
FBtr0070277	1.2310502283105	4.52369756898804	-2.25943859977903	0.334068097685078	1.90123942822189	27
FBtr0070278	0.519717725197176	3.18334273373233	-2.4304077458395	0.184266350194791	1.7134959267276	19
FBtr0070279	1.85122148571333	8.87985078356912	-2.5767063162415	0.288518801201391	2.22416631819195	53
FBtr0070283	0.579562386977419	1.00526612644179	-1.08592915334239	0.445733369958831	1.11235873925238	6
FBtr0070284	12.0060179643173	45.4045200442874	-2.56069750739497	0.41605719880449	2.67346862228093	271
FBtr0070285	0.216853466168534	1.84298789847661	-2.30676843381601	0.113061859416858	1.41769736328927	11
FBtr0070288	0.807471980074719	3.01579837932536	-2.15048387364538	0.297905568752992	1.68411015953875	18
FBtr0070289	0.0184323858742463	0.167544354406965	-1.01575488614985	0.0385084809225518	0.48649239439546	1
FBtr0070290	0.0184323858742463	0.167544354406965	-1.01575488614985	0.0385084809225518	0.48649239439546	1
FBtr0070291	7.24779098235215	65.8449312819371	-3.0299823876976	0.175140043692655	2.71950798825476	393
FBtr0070293	1.34228296328531	7.70704030272037	-2.64594384244356	0.236033086497895	2.16209610228344	46
FBtr0070294	0.827476096458857	7.37195159390644	-2.80748547444061	0.151057453571467	2.14190653552809	44
FBtr0070295	0.716657623333331	3.18334273373233	-2.27517744324385	0.25409155429672	1.7134959267276	19
FBtr0070296	1.14472978423339	6.53422982187162	-2.60835715887422	0.231064616764444	2.08551251294306	39
FBtr0070297	0.97002828550056	4.85878627780197	-2.46964063839071	0.248838424323024	1.93828433367038	29
FBtr0070298	1.7108243292092	6.03159675865072	-2.29629806533998	0.368809527414052	2.04687662570893	36
FBtr0070299	0.217185554171854	2.01053225288357	-2.37091166177382	0.106746469290477	1.46414011546645	12
FBtr0070300	0.217185554171854	2.01053225288357	-2.37091166177382	0.106746469290477	1.46414011546645	12
FBtr0070301	2.69938184006358	7.70704030272037	-2.15946143538048	0.474671470005947	2.16209610228344	46
FBtr0070308	0.399335823993358	0.335088708813929	0.0798546800345808	0.576818155625259	0.678064623108071	2
FBtr0070310	2.55939315136787	12.9009152893363	-2.66028541062117	0.287455779952632	2.37001490287859	77
FBtr0070311	0.164052160421203	1.50789918966268	-2.22460233757058	0.0976861971524019	1.31263151376088	9
FBtr0070312	2.7479147321536	8.0421290115343	-2.18993635669827	0.466101013355761	2.1811137036206	48
FBtr0070313	0.722078982650805	1.50789918966268	-1.41992219942132	0.429967820464714	1.31263151376088	9
FBtr0070314	0.233457094134849	1.67544354406965	-2.21112659770233	0.129718382106746	1.36739901802345	10
FBtr0070315	3.24740406193598	13.0684596437432	-2.5190345520911	0.360544072804909	2.37457231405005	78
FBtr0070316	1.31075057690778	3.68597579695322	-1.98867574347611	0.416453172859705	1.792694472947	22
FBtr0070317	0.651888750518886	2.68070967051143	-2.1700004095428	0.261942990246011	1.61996430646328	16
FBtr0070318	0.522186889989635	3.68597579695322	-2.53674095635532	0.165909816095564	1.792694472947	22
FBtr0070319	0.522186889989635	3.68597579695322	-2.53674095635532	0.165909816095564	1.792694472947	22
FBtr0070320	0.449791705265683	3.01579837932536	-2.44563753869013	0.165944400652952	1.68411015953875	18
FBtr0070321	0.840015832200436	3.18334273373233	-2.17794507808411	0.297828309486057	1.7134959267276	19
FBtr0070326	5.32463432865165	25.8018305786725	-2.702510256408	0.316273515065639	2.56997440226847	154
FBtr0070327	1.91698336143144	6.86931853068555	-2.3349456178721	0.371227517858054	2.10916953556885	41
FBtr0070328	1.37012411164601	5.36141934102286	-2.34561863074221	0.324940122342963	1.98842942051035	32
FBtr0070330	1.77185554171855	7.70704030272037	-2.49195395597293	0.311571064953863	2.16209610228344	46
FBtr0070331	1.04624325446243	2.68070967051143	-1.81079715948399	0.420403153729016	1.61996430646328	16
FBtr0070334	0.376421751764216	2.68070967051143	-2.42091333242599	0.15125439604883	1.61996430646328	16
FBtr0070335	0.376421751764216	2.68070967051143	-2.42091333242599	0.15125439604883	1.61996430646328	16
FBtr0070336	0.376421751764216	2.68070967051143	-2.42091333242599	0.15125439604883	1.61996430646328	16
FBtr0070337	0.376421751764216	2.68070967051143	-2.42091333242599	0.15125439604883	1.61996430646328	16
FBtr0070338	6.80829833908438	49.4255845500545	-2.93809992505499	0.217370329276432	2.68530780295299	295
FBtr0070339	1.40788554567941	6.19914111305769	-2.45543462891088	0.296771147280725	2.06020557298307	37
FBtr0070340	3.55166154726638	14.4088144789989	-2.53583426853849	0.361191064387135	2.40800329052701	86
FBtr0070341	2.40510336952229	6.86931853068555	-2.14039420352739	0.465752896985555	2.10916953556885	41
FBtr0070342	0.285927770859277	1.84298789847661	-2.22152373540556	0.149075437914112	1.41769736328927	11
FBtr0070343	0.697384806973847	1.67544354406965	-1.59426735628094	0.387495737500353	1.36739901802345	10
FBtr0070344	0.697384806973847	1.67544354406965	-1.59426735628094	0.387495737500353	1.36739901802345	10
FBtr0070345	0.697384806973847	1.67544354406965	-1.59426735628094	0.387495737500353	1.36739901802345	10
FBtr0070346	0.534993773349937	1.50789918966268	-1.68970090192957	0.318566406468456	1.31263151376088	9
FBtr0070347	0.198754669987546	1.67544354406965	-2.25726850826851	0.1104362851876	1.36739901802345	10
FBtr0070349	1.33233166392527	7.5394959483134	-2.63452672109118	0.238666442583793	2.15215464092653	45
FBtr0070350	1.25545869655458	5.86405240424376	-2.47809667694882	0.276934188344836	2.03306356478634	35
FBtr0070351	1.25545869655459	5.86405240424376	-2.47809667694882	0.276934188344836	2.03306356478634	35
FBtr0070352	1.81120488131316	11.0579273908597	-2.73729435831838	0.233237001120566	2.31305990180931	66
FBtr0070353	1.81120488131316	11.0579273908597	-2.73729435831838	0.233237001120566	2.31305990180931	66
FBtr0070354	1.81120488131316	11.0579273908597	-2.73729435831838	0.233237001120566	2.31305990180931	66
FBtr0070355	0.338231631382316	2.01053225288357	-2.23149460888133	0.166240487725308	1.46414011546645	12
FBtr0070356	1.07131589871316	3.51843144254625	-2.10620018402937	0.352536962361209	1.76766195383505	21
FBtr0070362	3.22506170473643	18.4298789847661	-2.76667150429646	0.26203604258576	2.48408897170951	110
FBtr0070363	3.29745688946038	19.100056402394	-2.77680169223758	0.259240422305323	2.49417456797861	114
FBtr0070364	0.341803208977907	1.34035483525572	-1.85267450393982	0.219597361021831	1.25261274187804	8
FBtr0070365	0.456887876792444	0.837721772034823	-1.08616085204426	0.39232604224956	1.02876254122236	5
FBtr0070366	0.18377941434629	1.34035483525572	-2.10177012481617	0.118072251343876	1.25261274187804	8
FBtr0070367	27.4387898928948	146.26622139728	-2.81574952530278	0.302688615628025	2.77910165649335	873
FBtr0070368	11.8192601287932	100.694156998586	-3.01886851745687	0.188404375201114	2.756565249359	601
FBtr0070369	3.39613545954632	16.5868910862895	-2.67049844424736	0.303926931842921	2.45294052216634	99
FBtr0070370	3.37803666336533	16.4193467318825	-2.66662887003274	0.305122325822757	2.44982757698439	98
FBtr0070371	0.690727560203336	2.51316531610447	-2.06965447636173	0.290632635430512	1.5848251073411	15
FBtr0070372	0.816272312162723	0.670177417627858	0.148429669430712	0.79933186655384	0.932550943251063	4
FBtr0070374	2.07388571974025	10.0526612644179	-2.60293673822136	0.290317830826485	2.27554961690551	60
FBtr0070375	0.659526774595267	2.17807660729054	-1.9502956739452	0.306791673919152	1.50721929326173	13
FBtr0070376	0.942462538265786	3.35088708813929	-2.15044278926013	0.321669393008479	1.74130183351904	20
